0.05,0.12,0.1,0.3,0.0,0.2,0.22,0.1,0.09,2.0
0.85,0.0,0.0,1.18,0.09,0.09,1.0,0.0,0.1,4.0
0.03,0.03,0.0,0.0,0.02,0.0,0.03,0.04,0.02,2.0
0.01,0.02,0.02,0.0,0.03,0.02,0.02,0.02,0.03,1.0
0.03,0.01,0.0,0.02,0.02,0.03,0.01,0.02,0.02,1.0
0.03,0.01,0.0,0.02,0.02,0.03,0.01,0.02,0.02,1.0
0.0,0.09,0.05,0.12,0.1,0.07,0.09,0.08,0.08,2.0
0.02,0.09,0.08,0.0,0.03,0.12,0.0,0.16,0.0,2.0
0.19,0.07,0.09,0.19,0.07,0.17,0.11,0.07,0.12,2.0
0.0,0.07,0.06,0.0,0.05,0.07,0.03,0.04,0.03,2.0
